Country,Region,AltitudeAvg,Year,Owner,Species,Variety,ProcessingMethod,NumberOfBags,BagWeight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Sweetness,Moisture,TotalScore,Color,QualityCategory
Colombia,huila,1750,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.75,7.25,7.33,7.42,7.5,7.83,10,10,0.11,82.58,Blue-Green,MODERATE
Colombia,huila,1750,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.58,7.5,7.42,7.58,7.67,7.42,10,10,0.11,82.58,Green,MODERATE
Mexico,chiapas,1600,2013,lusso lab,Arabica,Other,Washed / Wet,2,2,7.42,7.58,7.5,7.67,7.25,7.5,10,10,0,82.5,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.83,7.42,7.33,7.67,7.42,7.5,10,10,0.12,82.5,Green,MODERATE
Colombia,huila,1750,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.5,7.5,7.42,7.42,7.58,7.58,10,10,0.11,82.5,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.83,7.67,7.17,7.33,7.5,7.67,10,10,0.11,82.5,Green,MODERATE
Guatemala,atitlan,1400,2013,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1,7.5,7.5,7.5,7.67,7.42,7.5,10,10,0.1,82.42,Green,MODERATE
Peru,peru,0,2013,dane loraas,Arabica,Unknown,Washed / Wet,320,2.26796,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,0,82.42,Green,MODERATE
Mexico,veracruz,1170,2013,manuel herrera juarez,Arabica,Bourbon,Washed / Wet,10,1,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,0.12,82.42,Green,MODERATE
Colombia,huila,1775,2013,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,250,70,7.67,7.42,7.33,7.5,7.58,7.5,10,10,0.11,82.42,Green,MODERATE
Mexico,chiapas,1560,2013,nestor mendez gomez,Arabica,Typica,Washed / Wet,49,1,7.5,7.42,7.42,7.67,7.42,7.58,10,10,0.12,82.42,Green,MODERATE
Colombia,antioquia,1300,2013,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,3,7.42,7.33,7.5,7.17,7.08,8.33,10,10,0.1,82.33,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.5,7.42,7.58,7.5,7.5,7.58,10,10,0.12,82.33,Green,MODERATE
Colombia,huila,1750,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.5,7.42,7.5,7.5,7.5,7.58,10,10,0,82.33,Green,MODERATE
Mexico,"la concordia, chiapas",1300,2013,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1,7.67,7.5,7.42,7.5,7.42,7.42,10,10,0.12,82.33,Green,MODERATE
Mexico,veracruz,1338,2013,jesus carlos cardenas valdivia,Arabica,Mundo Novo,Washed / Wet,150,1,7.58,7.58,7.42,7.42,7.42,7.42,10,10,0.12,82.25,Blue-Green,MODERATE
United States,kona,0,2013,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,6,45.3592,7.33,7.42,7.5,7.67,7.5,7.42,10,10,0,82.25,Bluish-Green,MODERATE
Mexico,"la concordia, chiapas",1400,2013,lusso lab,Arabica,Other,Washed / Wet,2,2,7.5,7.5,7.33,7.42,7.5,7.42,10,10,0.1,82.17,None,MODERATE
Colombia,huila,1750,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.33,7.25,7.25,7.58,7.75,7.5,10,10,0,82.17,Bluish-Green,MODERATE
Colombia,Unknown,0,2013,cafe politico,Arabica,Unknown,Washed / Wet,1,2.26796,7.5,7.42,7.42,7.42,7.67,7.42,10,10,0.11,82.08,Green,MODERATE
Costa Rica,turrialba,13,2013,"ceca, s.a.",Arabica,Caturra,Washed / Wet,150,69,7.58,7.33,7.33,7.33,7.5,7.67,10,10,0.11,82.08,Green,MODERATE
Thailand,thailand,800,2013,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.58,7.5,7.42,7.42,7.33,7.42,10,10,0.11,82,Green,MODERATE
Costa Rica,central valley,1300,2013,eric thormaehlen,Arabica,Catuai,Washed / Wet,250,1,7.5,7.25,7.33,7.33,7.75,7.5,10,10,0.1,82,Green,MODERATE
Colombia,huila,1900,2013,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,250,70,7.33,7.33,7.58,7.5,7.5,7.58,10,10,0.11,82,Green,MODERATE
Nicaragua,Unknown,0,2013,chris finch,Arabica,Unknown,Washed / Wet,275,2.26796,7.58,7.42,7.25,7.17,7.5,7.67,10,10,0.12,81.92,Green,MODERATE
Mexico,chiapas,1300,2013,calixto guillen vazquez,Arabica,Bourbon,Washed / Wet,450,1,7.58,7.5,7.25,7.58,7.5,7.25,10,10,0.12,81.92,Green,MODERATE
Colombia,huila,1775,2013,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,50,70,7.5,7.5,7,7.42,7.5,7.58,10,10,0,81.83,Bluish-Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.83,7.67,7.33,7.33,7.67,7.83,9.33,9.33,0.11,81.83,Green,MODERATE
Brazil,Unknown,0,2013,cafe politico,Arabica,Unknown,Natural / Dry,1,2.26796,7.17,7.25,7.17,7.25,7.42,8.25,10,10,0.1,81.75,Bluish-Green,MODERATE
"Tanzania, United Republic Of","ilomba vilage, mbozi",1700,2013,tembo coffee company ltd,Arabica,Other,Washed / Wet,10,60,7.33,7.33,7.5,7.25,7.42,7.33,10,10,0.12,81.67,Green,MODERATE
Indonesia,bener meriah,0,2013,chris finch,Arabica,Sumatra,Semi-washed / Semi-pulped,320,4,7.17,7.42,7.33,7.42,7.33,7.42,10,10,0.11,81.67,Bluish-Green,MODERATE
Costa Rica,tarrazu,1850,2013,"ceca, s.a.",Arabica,Caturra,Washed / Wet,275,69,7.5,7.17,7.17,7.17,7.5,7.08,10,10,0.11,81.67,Green,MODERATE
Mexico,"la concordia, chiapas",1400,2013,fredy gordillo reyes,Arabica,Typica,Washed / Wet,310,1,7.5,7.42,7.08,7.58,7.33,7.33,10,10,0.12,81.67,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.42,7.33,7.17,7.58,7.42,7.5,10,10,0.12,81.58,Green,MODERATE
Mexico,"la concordia, chiapas",1400,2013,fredy gordillo reyes,Arabica,Typica,Washed / Wet,310,1,7.67,7.5,7.42,7.5,6.75,7.42,10,10,0.12,81.58,Green,MODERATE
Haiti,"dondon, haiti",825,2013,myriam kaplan-pasternak,Arabica,Blue Mountain,Washed / Wet,300,1.814368,7.42,7.33,7.25,7.42,7.42,7.33,10,10,0.11,81.5,Bluish-Green,MODERATE
Mexico,"la concordia, chiapas",1150,2013,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1,7.33,7.33,7.17,7.42,7.5,7.5,10,10,0.13,81.5,Green,MODERATE
Peru,puno,0,2013,dane loraas,Arabica,Unknown,Washed / Wet,280,2.26796,7.42,7.42,7.17,7.33,7.42,7.42,10,10,0.1,81.42,Bluish-Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.42,7.33,7.25,7.42,7.42,7.5,10,10,0.12,81.42,Green,MODERATE
Guatemala,"sacatepequez, guatemala",1524,2013,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,250,69,7.5,7.33,7.5,7.58,7,7.25,10,10,0.11,81.25,Green,MODERATE
Brazil,monte carmelo,0,2013,bourbon specialty coffees,Arabica,Catuai,Natural / Dry,300,1,7.42,7.42,7.17,7.42,7.33,7.25,10,10,0.11,81.17,Green,MODERATE
United States,yauco region,853,2013,german negron,Arabica,Other,Washed / Wet,18,2.26796,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,0,81.08,Green,MODERATE
Uganda,eastern,1700,2013,kyagalanyi ltd,Arabica,SL14,Natural / Dry,320,60,7.33,6.92,7.17,7.33,7.42,7.42,10,10,0.12,81,Green,MODERATE
Nicaragua,matagalpa,1050,2013,chris finch,Arabica,Caturra,Washed / Wet,275,0.453592,7.33,7.08,7.25,7,7.5,7.42,10,10,0.1,80.92,Green,MODERATE
Guatemala,orient,1200,2013,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1,7.67,7.25,7.08,7.33,7.17,7.25,10,10,0.11,80.83,Green,MODERATE
Guatemala,"san lucas toliman, solola",1550,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.67,7.17,7,7.5,7,7,10,10,0.12,80.67,Green,MODERATE
United States,kona,0,2013,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,10,45.3592,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,0.11,80.5,Green,MODERATE
Guatemala,huehuetenango,1859,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1,7.5,7.5,7,7.67,7.17,7,10,10,0.12,80.5,Green,MODERATE
El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",1450,2013,lusso lab,Arabica,Bourbon,Washed / Wet,2,2,7.33,7.17,7.08,7.08,7.33,7.17,10,10,0,80.42,Green,MODERATE
China,yunnan,1700,2013,adam ciruli ye,Arabica,Other,Washed / Wet,1,2,7.25,7.08,7.25,7.17,7.33,7.17,10,10,0.17,80.42,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.33,7.33,6.83,7.5,7,7.17,10,10,0.11,80.33,Green,MODERATE
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.33,7.33,7,7.17,7.17,7.17,10,10,0.11,80.17,Green,MODERATE
Nicaragua,Unknown,0,2013,honor dela fuente,Arabica,Unknown,Natural / Dry,1,2.26796,7.25,7.17,6.92,7.25,7.17,7.25,10,10,0.1,80.08,Green,MODERATE
Mexico,chiapas,1300,2013,calixto guillen vazquez,Arabica,Bourbon,Washed / Wet,400,1,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,0.12,79.92,Green,LOW
Thailand,thailand,800,2013,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.25,7.08,6.92,7.5,7.08,6.92,10,10,0.12,79.75,Green,LOW
Peru,huanuco,0,2013,dane loraas,Arabica,Unknown,Washed / Wet,320,2.26796,7,7.08,7,7.25,7.5,7.42,9.33,10,0.12,79.75,Green,LOW
Costa Rica,brunca,1100,2013,the coffee source inc.,Arabica,Catuai,Washed / Wet,275,2,7.58,7.5,7.67,7.75,7.67,7.58,8,10,0.1,79.75,Bluish-Green,LOW
Mexico,"la concordia, chiapas",1400,2013,fredy gordillo reyes,Arabica,Typica,Washed / Wet,310,1,7.58,7.08,7,7,7.5,6.92,10,10,0.12,79.75,Green,LOW
Mexico,chiapas,1022,2013,leonides de la cruz lopez,Arabica,Bourbon,Washed / Wet,275,1,7.58,7.08,6.92,7.58,7.5,6.92,10,10,0.13,79.75,Green,LOW
Mexico,chiapas,1300,2013,calixto guillen vazquez,Arabica,Bourbon,Washed / Wet,380,1,7.25,7.08,7,7.17,7.17,7.08,10,10,0.12,79.75,Green,LOW
Thailand,thailand,800,2013,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,6.92,7.17,6.83,7.42,7.17,7.08,10,10,0.12,79.67,Blue-Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.5,7,6.83,7.08,7.08,7.17,10,10,0.11,79.67,Green,LOW
Mexico,"la concordia, chiapas",1400,2013,fredy gordillo reyes,Arabica,Typica,Washed / Wet,310,1,7.42,7.25,6.83,7.58,7.17,6.58,10,10,0.12,79.67,Green,LOW
Colombia,cundinamarca,1550,2013,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70,7.83,7.5,7.42,7.42,7.67,7.5,10,10,0,79.5,Green,LOW
Guatemala,oriente,1219,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,0.1,79.42,Green,LOW
Colombia,pereira,1200,2013,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,7.42,7.25,6.75,7.25,7.42,7.25,9.33,10,0,79.33,Green,LOW
United States,yauco region,853,2013,german negron,Arabica,Other,Washed / Wet,18,2.26796,7.42,7.08,6.75,7.33,7.33,6.92,10,10,0.13,79.08,Green,LOW
Mexico,"la concordia, chiapas",1300,2013,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1,7.33,7,6.75,7.08,7.17,7.25,9.33,10,0.12,78.92,Green,LOW
United States,kona,0,2013,eileen koyanagi,Arabica,Unknown,Natural / Dry,11,0.907184,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,0.12,78.75,Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.33,7.08,6.33,7.25,7,7,10,10,0.12,78.75,Green,LOW
China,yunnan,1850,2013,adam ciruli ye,Arabica,Typica,Washed / Wet,1,2,7,6.92,6.83,7.17,7.17,7.17,10,9.33,0,78.67,Green,LOW
China,yunnan,1200,2013,samuel eli gurel,Arabica,Typica,Washed / Wet,16,2,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,0.1,78,Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7,6.83,6.83,7.17,6.67,6.83,10,10,0.11,78,Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1,7,6.83,6.67,7.17,6.83,6.83,10,10,0.11,77.83,Green,LOW
United States,kona,0,2013,kona pacific farmers cooperative,Arabica,Unknown,Natural / Dry,5,45.3592,7.58,7.67,7.58,7.67,7.42,7.42,9.33,6,0.12,77.58,Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1,7.08,6.92,6.33,7,6.92,7,10,10,0.11,77.42,Green,LOW
Haiti,"dondon, haiti",825,2013,myriam kaplan-pasternak,Arabica,Typica,Washed / Wet,1,1.814368,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,0.1,77.25,Unknown,LOW
United States,kona,0,2013,eileen koyanagi,Arabica,Unknown,Natural / Dry,9,0.907184,7.08,6.92,6.83,6.67,7.58,7.42,8.67,10,0.12,77.25,Green,LOW
United States,kona,0,2013,eileen koyanagi,Arabica,Unknown,Natural / Dry,6,45.3592,7.5,7.33,7.33,7.58,7.67,7.25,8,8,0,76.17,Bluish-Green,LOW
Mexico,chiapas,1700,2013,nestor mendez gomez,Arabica,Typica,Washed / Wet,275,1,7.08,7,6.83,7.5,7.33,6.83,8,10,0.12,74.67,Green,LOW
Guatemala,oriente,1310,2013,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,6.5,6.33,6.5,7.5,7.33,6.83,8.67,8.67,0.11,74.33,Green,LOW
Colombia,Unknown,0,2013,honor dela fuente,Arabica,Unknown,Natural / Dry,1,2.26796,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,0,72.83,Bluish-Green,LOW
Uganda,sheema south western,1488,2013,ankole coffee producers coop,Robusta,Unknown,Unknown,300,60,7.83,8.08,7.75,7.92,8.25,7.92,10,8,0.12,83.75,Green,MODERATE
Uganda,central,1212,2013,ugacof,Robusta,Unknown,Unknown,320,60,8,7.92,7.92,7.75,7.83,7.75,10,7.75,0.12,83,Green,MODERATE
Uganda,luwero central region,1250,2013,katuka development trust ltd,Robusta,Unknown,Unknown,1,60,8.33,7.83,7.83,7.75,8.25,7.75,10,7.58,0.12,83,Green,MODERATE
Uganda,eastern,1367,2013,kasozi coffee farmers association,Robusta,Unknown,Unknown,1,60,8,7.75,7.75,7.58,7.67,7.5,10,7.58,0.11,81.5,Green,MODERATE
India,chikmagalur,750,2013,andrew hetzel,Robusta,Unknown,Natural / Dry,140,2,7.5,7.5,7.25,7.83,7.67,7.83,10,7.83,0.13,81.25,Blue-Green,MODERATE
Uganda,western,1600,2013,kawacom uganda ltd,Robusta,Unknown,Unknown,1,60,7.33,7.58,7.5,7.75,7.75,7.67,10,7.75,0.12,80.92,Green,MODERATE
Uganda,western,1745,2013,nitubaasa ltd,Robusta,Unknown,Unknown,20,60,7.83,7.58,7.33,7.67,7.5,7.5,10,7.75,0.12,80.58,Green,MODERATE
Uganda,southern,1200,2013,mannya coffee project,Robusta,Unknown,Unknown,6,60,7.75,7.42,7.33,7.58,7.67,7.58,10,7.67,0.12,80.5,Green,MODERATE
India,chikmagalur,750,2013,andrew hetzel,Robusta,Unknown,Natural / Dry,250,2,7.58,7.42,7.42,7.83,7.42,7.5,10,7.42,0,80.17,Green,MODERATE
India,Unknown,0,2013,cafe politico,Robusta,Unknown,Natural / Dry,1,2.26796,7.42,6.83,6.75,7.17,7.25,7,9.33,7.08,0.1,75.08,Green,LOW
Vietnam,Unknown,0,2013,cafe politico,Robusta,Unknown,Natural / Dry,1,2.26796,6.75,6.67,6.5,6.83,6.92,6.83,9.33,6.67,0.12,73.75,None,LOW
Ethiopia,guji-hambela,2075,2014,metad plc,Arabica,Unknown,Washed / Wet,300,60,8.67,8.83,8.67,8.75,8.5,8.42,10,10,0.12,90.58,Green,HIGH
Ethiopia,guji-hambela,2075,2014,metad plc,Arabica,Other,Washed / Wet,300,60,8.75,8.67,8.5,8.58,8.42,8.42,10,10,0.12,89.92,Green,HIGH
Ethiopia,oromia,2000,2014,yidnekachew dabessa,Arabica,Unknown,Natural / Dry,320,60,8.17,8.58,8.42,8.42,8.5,8.25,10,10,0.11,89,Green,HIGH
Ethiopia,guji-hambela,2075,2014,metad plc,Arabica,Other,Washed / Wet,300,60,8.25,8.5,8.25,8.5,8.42,8.33,10,10,0.12,88.83,Green,HIGH
Ethiopia,"snnp/kaffa zone,gimbowereda",1822,2014,diamond enterprise plc,Arabica,Other,Natural / Dry,50,60,8.08,8.58,8.5,8.5,7.67,8.42,10,10,0.1,88.25,Green,HIGH
Ethiopia,oromia,1905,2014,mohammed lalo,Arabica,Unknown,Natural / Dry,300,60,8.17,8.67,8.25,8.5,7.75,8.17,10,10,0.1,88.08,Unknown,HIGH
United States,antioquia,1872,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,8.25,8.42,8.17,8.33,8.08,8.17,10,10,0,87.92,Unknown,HIGH
United States,antioquia,1943,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,8.08,8.67,8.33,8.42,8,8.08,10,10,0,87.92,Unknown,HIGH
United States,antioquia,2080,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,8,8.5,8.58,8.17,8.17,8,10,10,0,87.58,Unknown,HIGH
Ethiopia,gedio,1850,2014,essencecoffee,Arabica,Ethiopian Yirgacheffe,Natural / Dry,250,60,8.17,8.17,8,8.17,8.08,8.33,10,10,0,87.25,Unknown,HIGH
United States,antioquia,2019,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,8,8.25,8.08,8.5,8.25,8,10,10,0,87.25,None,HIGH
Costa Rica,san ramon,1300,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,8.08,8.25,8,8.17,8,8.33,10,10,0.11,87.17,Green,HIGH
United States,antioquia,2112,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,8.25,8.33,8.17,8.17,7.83,8.17,10,10,0,87.08,Unknown,HIGH
Ethiopia,oromia,1775,2014,hider abamecha,Arabica,Unknown,Natural / Dry,320,60,8,8.08,7.92,8,8.08,8.08,10,10,0.1,86.25,Green,HIGH
United States,antioquia,1941,2014,cqi q coffee sample representative,Arabica,Other,Washed / Wet,10,1,7.67,8.17,8,8,8.17,8.08,10,10,0,86.17,Unknown,HIGH
Kenya,nyeri,1754,2014,jungle estate,Arabica,SL28,Natural / Dry,12,60,8.08,8.08,8,8,7.83,8.08,10,10,0.11,86.08,Bluish-Green,HIGH
Uganda,eastern uganda,0,2014,great lakes coffee uganda,Arabica,Unknown,Semi-washed / Semi-pulped,1,60,8.08,8.08,7.83,7.92,8.08,7.92,10,10,0,86,Unknown,HIGH
Ethiopia,oromia,1900,2014,ibrahim hussien speciality coffee producer &export,Arabica,Unknown,Washed / Wet,320,60,7.83,8.08,7.92,8.08,8,7.92,10,10,0.1,85.83,Green,HIGH
Panama,boquete,1680,2014,essencecoffee,Arabica,Caturra,Natural / Dry,100,60,8,7.75,7.83,7.83,7.67,8.58,10,10,0.09,85.5,Unknown,HIGH
Kenya,kirinyaga,1900,2014,essencecoffee,Arabica,SL28,Natural / Dry,16,60,7.92,7.92,7.83,8.08,7.83,7.92,10,10,0.1,85.5,Green,HIGH
Guatemala,huehuetenango,1770,2014,essencecoffee,Arabica,Pacamara,Natural / Dry,36,30,7.83,7.75,7.83,7.67,7.83,8.58,10,10,0.11,85.33,Green,HIGH
Costa Rica,west valley,1300,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,7.92,8.08,8,7.92,8,8.08,10,9.33,0,85.33,Bluish-Green,HIGH
Costa Rica,san ramon,1300,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,8,7.58,7.58,7.67,8.08,8.5,10,10,0.1,85.33,Bluish-Green,HIGH
Ethiopia,aricha,1700,2014,steven kil,Arabica,Unknown,Natural / Dry,100,60,8.42,8,7.42,8,7.92,7.92,9.33,10,0.1,85.08,Green,HIGH
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,12,45.3592,7.58,7.83,7.83,7.92,7.83,8.17,10,10,0.11,85.08,Bluish-Green,HIGH
"Tanzania, United Republic Of",mbeya,1620,2014,taylor winch (t) ltd,Arabica,Other,Washed / Wet,134,60,8,7.83,7.83,7.92,7.75,7.75,10,10,0.12,84.92,Green,MODERATE
Kenya,nyeri,1800,2014,lydiah mwangi,Arabica,SL34,Washed / Wet,150,60,7.92,7.83,7.58,7.92,7.75,7.83,10,10,0.13,84.75,Green,MODERATE
Honduras,marcala,1450,2014,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.83,7.75,8,7.67,7.67,7.67,10,10,0.11,84.75,Green,MODERATE
Ethiopia,yirgacheffe,1900,2014,essencecoffee,Arabica,Ethiopian Yirgacheffe,Washed / Wet,250,30,8.08,7.83,7.75,7.83,7.58,7.67,10,10,0.1,84.67,Unknown,MODERATE
Costa Rica,costa rica,1750,2014,essencecoffee,Arabica,Other,Other,20,69,7.67,7.58,7.75,7.75,7.67,8.58,10,10,0.08,84.67,Green,MODERATE
Costa Rica,west valley,1200,2014,eric thormaehlen,Arabica,Catuai,Washed / Wet,275,1,8,7.58,7.83,7.75,7.75,7.75,10,10,0.11,84.67,Green,MODERATE
Guatemala,jalapa,1524,2014,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,250,69,7.75,7.83,7.67,7.92,7.75,7.83,10,10,0.11,84.58,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,8,7.92,7.67,7.58,7.58,7.67,10,10,0.09,84.58,Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.92,7.75,7.67,7.92,7.67,7.75,10,10,0,84.42,Green,MODERATE
"Tanzania, United Republic Of",shizingo village,1620,2014,tembo coffee company ltd,Arabica,Other,Washed / Wet,10,60,7.83,7.67,7.75,7.83,7.67,7.67,10,10,0.12,84.25,Green,MODERATE
"Tanzania, United Republic Of",mbeya,1600,2014,taylor winch (t) ltd,Arabica,Other,Washed / Wet,65,60,7.83,7.75,7.75,7.75,7.67,7.75,10,10,0.12,84.25,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Bourbon,Other,250,69,7.83,7.83,7.5,7.92,7.58,7.75,10,10,0.1,84.25,Green,MODERATE
Costa Rica,tarrazu,1850,2014,"ceca, s.a.",Arabica,Caturra,Washed / Wet,320,69,7.67,7.75,7.67,7.75,7.5,8,10,10,0,84.17,Blue-Green,MODERATE
Ethiopia,snnprg; kafa; telo woreda; shada kebele,1606,2014,asefa dukamo keroma,Arabica,Gesha,Natural / Dry,320,60,7.5,7.92,7.58,7.83,7.75,7.83,10,10,0.1,84.17,Green,MODERATE
"Tanzania, United Republic Of",arusha,1400,2014,selian coffee estate,Arabica,Other,Washed / Wet,10,60,7.92,7.75,7.75,7.75,7.75,7.58,10,10,0.13,84.17,Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,200,70,7.92,7.75,7.67,7.75,7.67,7.67,10,10,0,84.08,Unknown,MODERATE
Guatemala,"aldea xeucalvitz, ixil region, quiche department",1550,2014,lusso lab,Arabica,Bourbon,Washed / Wet,1,2,7.58,7.75,7.67,8,7.75,7.67,10,10,0.1,84.08,Bluish-Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Bourbon,Natural / Dry,250,69,7.92,7.67,7.42,7.92,7.75,7.83,10,10,0.1,84,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Bourbon,Other,250,69,7.75,7.83,7.5,7.83,7.58,7.67,10,10,0.1,84,Green,MODERATE
Colombia,huila,1480,2014,olam agro colombia,Arabica,Unknown,Washed / Wet,250,1,7.67,7.75,7.67,7.67,7.67,7.75,10,10,0.12,84,Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,138,70,7.67,7.67,7.5,7.5,7.67,7.67,10,10,0.12,84,Green,MODERATE
Colombia,huila,0,2014,federacion nacional de cafeteros,Arabica,Unknown,Washed / Wet,275,2,7.83,7.75,7.58,7.58,7.75,7.75,10,10,0,83.92,None,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.75,7.58,7.67,7.83,7.83,7.67,10,10,0,83.92,Green,MODERATE
Ethiopia,oromia,1676,2014,yasmin cofffee plantation plc,Arabica,Unknown,Natural / Dry,320,60,7.75,7.75,7.67,7.67,7.58,7.67,10,10,0.12,83.83,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.58,7.83,7.33,8,7.58,7.75,10,10,0.1,83.83,Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,100,70,7.67,7.67,7.67,7.92,7.5,7.67,10,10,0,83.75,Green,MODERATE
Colombia,huila,1550,2014,olam agro colombia,Arabica,Other,Washed / Wet,250,70,7.67,7.42,7.42,7.42,8,8.33,10,10,0,83.75,Green,MODERATE
Thailand,thailand,800,2014,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.5,7.75,7.58,7.83,7.67,7.58,10,10,0.12,83.67,Bluish-Green,MODERATE
Guatemala,huehuetenango,1356,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,275,69,8,7.5,7.33,8,8,8,9.33,10,0.1,83.67,Green,MODERATE
Ethiopia,yirgacheffe,1850,2014,essencecoffee,Arabica,Other,Washed / Wet,250,60,7.75,7.67,7.58,7.67,7.5,7.67,10,10,0,83.58,Unknown,MODERATE
